Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,107,1,0,0.0,1,260.5,108,53.0,5.12,9.8
0,102,1,0,0.0,1,129.5,56,53.0,17.71,10.9
0,155,1,0,0.0,3,165.4,108,44.0,9.19,8.9
0,114,1,0,0.0,2,187.8,109,46.0,7.73,10.1
0,112,1,1,3.11,1,198.8,122,86.1,11.93,11.5
0,64,1,1,1.22,0,94.4,104,40.2,6.81,4.5
0,117,1,0,0.0,0,168.8,137,50.0,12.07,15.5
0,45,1,0,0.37,1,155.7,110,52.7,13.02,11.0
0,128,1,1,2.92,0,222.9,136,90.2,13.1,10.8
0,190,1,0,0.26,0,142.9,96,42.6,8.9,6.6
0,117,1,0,0.0,2,191.1,93,57.0,14.14,12.0
0,67,1,0,0.0,2,152.5,131,48.0,12.62,4.9
0,36,1,1,2.32,2,29.9,123,40.2,6.46,8.6
0,131,1,0,0.0,2,187.9,110,49.0,10.03,10.2
0,91,0,0,0.31,3,129.9,112,40.1,8.67,11.2
0,105,1,0,0.24,3,115.5,73,45.4,13.37,13.3
0,122,1,0,0.0,1,35.1,62,22.0,9.04,12.7
0,76,1,1,2.19,1,214.6,110,75.9,10.26,8.1
0,89,1,1,1.59,0,97.8,98,50.9,10.36,5.9
0,68,1,0,0.0,1,159.5,123,48.0,12.04,11.4
0,85,1,0,0.2,0,259.8,85,67.0,12.12,5.4
1,64,0,0,0.0,1,346.8,55,81.0,12.48,13.3
0,95,1,0,0.0,1,149.2,96,48.0,13.04,8.1
0,128,1,0,0.0,0,103.3,122,39.0,12.3,6.4
0,123,1,0,0.0,3,150.0,98,34.0,4.49,11.1
0,54,1,0,0.0,3,134.3,73,37.0,7.78,14.7
0,58,1,1,2.27,0,178.1,111,73.7,11.84,8.4
0,85,1,0,0.0,3,222.3,132,58.0,11.58,11.0
0,68,1,0,0.33,0,226.7,94,56.3,8.42,10.2
0,92,1,0,0.0,0,208.0,125,53.0,9.95,8.6
0,59,1,0,0.19,1,153.6,92,45.9,10.28,12.5
0,132,1,0,0.0,0,99.5,110,28.0,6.46,9.7
0,75,1,1,3.05,2,121.5,97,74.5,13.57,11.3
1,93,1,0,0.24,1,271.1,101,69.4,11.87,8.4
0,57,1,1,3.19,1,201.2,76,90.9,14.01,11.8
0,79,1,0,0.31,3,156.9,109,41.1,6.11,11.3
0,139,1,0,0.0,2,271.6,130,60.0,7.8,11.6
1,70,1,0,0.0,0,232.8,95,66.0,15.17,12.9
0,71,1,0,0.23,4,258.4,132,57.3,6.34,9.7
0,103,1,0,0.0,1,141.3,123,46.0,12.68,6.4
0,54,1,0,0.16,2,159.8,99,51.6,13.2,9.7
0,129,1,1,2.51,3,177.3,95,74.1,10.59,9.3
1,56,1,0,0.16,4,162.3,99,42.6,7.46,14.8
0,94,1,0,0.0,4,181.8,85,49.0,10.12,9.2
0,140,1,0,0.0,2,235.5,81,62.0,12.86,11.5
0,27,1,0,0.16,1,236.7,110,61.6,11.6,12.7
0,106,1,0,0.0,1,274.4,120,64.0,9.93,6.0
0,91,1,0,0.0,3,231.8,120,53.0,7.53,11.6
0,136,1,0,0.0,0,109.4,91,37.0,10.38,11.6
0,75,1,1,3.62,2,118.5,86,75.2,10.7,13.4
0,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4
0,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1
0,6,1,0,0.0,3,226.5,93,52.0,7.61,9.4
0,77,1,0,0.0,2,144.9,136,38.0,7.57,12.3
0,11,1,1,1.62,3,190.6,86,68.2,11.01,6.0
0,116,1,0,0.0,0,201.8,82,54.0,11.58,16.5
0,117,1,0,0.0,1,97.1,98,36.0,11.4,10.6
1,136,1,0,0.45,1,269.8,106,70.5,11.44,10.1
0,121,1,1,1.73,2,110.0,94,48.3,7.08,6.4
0,86,1,0,0.0,4,226.3,88,58.0,11.15,13.0
0,68,1,0,0.0,2,222.1,107,55.0,9.97,9.4
0,132,1,1,1.92,2,113.2,96,62.2,13.5,7.1
0,63,1,0,0.0,0,185.3,87,51.0,11.27,11.7
0,112,1,0,0.29,0,194.4,101,52.9,9.52,11.4
1,94,1,0,0.0,3,271.2,105,64.0,10.13,11.5
1,60,0,1,3.78,0,265.9,113,101.8,10.79,14.0
0,142,0,1,2.65,0,191.1,109,72.5,7.48,9.8
0,84,1,0,0.0,1,75.3,96,29.0,9.0,12.3
0,148,1,0,0.45,1,185.2,87,50.5,8.52,9.5
0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8
0,38,1,0,0.0,0,149.0,92,30.0,2.46,13.9
0,112,1,1,3.59,0,60.6,113,60.9,8.3,13.3
0,145,1,0,0.0,1,229.6,82,51.0,6.91,3.3
0,103,0,0,0.38,3,62.8,124,29.8,8.52,9.4
0,145,1,0,0.0,1,199.2,124,45.0,6.3,7.6
0,118,1,0,0.0,2,154.6,112,42.0,9.21,12.6
0,204,1,0,0.0,3,205.2,145,49.0,7.74,14.1
0,120,1,0,0.0,2,177.2,88,54.0,13.52,14.0
0,119,1,1,2.16,2,217.1,92,77.6,11.04,8.0
0,100,1,0,0.21,2,235.8,130,58.1,8.8,7.3
0,183,1,1,2.35,2,86.5,119,62.5,14.26,8.7
0,66,1,1,2.4,1,174.7,92,74.0,11.61,8.9
1,121,1,0,0.0,3,255.1,93,67.0,13.35,8.8
0,100,1,0,0.0,1,166.0,102,49.0,11.81,10.9
0,168,1,0,0.0,1,128.8,96,31.0,5.25,11.2
0,169,0,0,0.0,3,57.1,98,27.0,9.99,6.5
1,53,1,0,0.31,0,261.2,119,69.1,12.54,9.8
0,73,1,0,0.41,1,157.6,92,48.1,9.92,9.1
1,66,1,0,0.0,1,167.3,91,48.0,11.5,10.6
0,115,1,0,0.0,2,146.7,128,34.0,5.31,11.1
0,122,1,0,0.0,2,119.3,93,40.0,11.2,8.7
0,120,1,0,0.0,2,198.8,56,54.0,11.51,9.9
0,111,1,0,0.0,0,197.1,117,53.0,11.39,9.3
1,147,1,0,0.0,0,274.0,92,67.0,11.59,6.2
0,92,1,0,0.0,2,139.8,98,39.0,8.75,9.4
0,85,0,0,0.0,2,216.0,73,53.0,9.41,3.6
0,142,1,0,0.0,2,84.8,95,27.0,6.84,14.2
1,91,1,0,0.0,1,153.0,123,38.0,7.06,10.3
1,78,0,0,0.0,1,236.8,141,63.0,13.27,9.5
0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2
0,108,1,1,2.57,2,169.8,136,69.7,8.69,9.5
0,67,1,1,2.59,1,104.9,65,62.9,10.82,9.6
0,124,1,0,0.0,0,178.4,72,51.0,11.68,12.0
0,130,1,0,0.0,3,155.9,95,49.0,12.81,11.7
0,169,1,0,0.0,0,100.8,112,37.0,11.5,9.5
0,59,1,0,0.27,2,166.3,95,51.7,11.97,10.0
0,75,1,1,2.48,0,214.1,62,78.8,10.05,9.2
1,40,1,0,0.0,6,81.7,123,32.0,10.51,11.3
0,133,1,0,0.0,4,221.1,133,52.0,8.01,8.4
0,176,1,1,1.94,1,283.2,130,81.4,8.13,7.2
0,106,1,0,0.0,1,169.4,107,46.0,9.86,10.7
1,120,1,0,0.0,1,212.1,131,54.0,10.47,5.3
0,63,1,0,0.19,0,180.5,126,52.9,11.5,10.6
0,113,1,0,0.0,3,92.6,85,31.0,8.88,14.4
0,79,1,1,1.7,4,264.3,79,80.0,10.14,6.3
0,110,1,0,0.0,2,241.2,105,56.0,8.72,8.5
0,17,1,0,0.0,1,161.5,123,46.0,10.71,8.6
0,177,1,1,2.81,1,230.2,106,84.1,9.81,10.4
0,65,1,0,0.0,1,213.4,111,57.0,11.73,2.7
0,118,1,0,0.0,2,113.0,80,32.0,7.51,10.8
0,70,1,0,0.0,1,222.8,114,57.0,10.8,0.0
0,136,0,0,0.0,2,183.4,103,44.0,7.1,10.4
0,105,1,0,0.0,2,166.1,93,44.0,8.8,16.2
0,97,1,1,1.81,5,183.4,94,73.1,13.46,6.7
0,48,1,0,0.0,1,188.4,63,47.0,8.3,13.2
1,98,1,0,0.0,1,165.0,129,46.0,10.13,12.5
0,3,1,1,3.21,2,118.1,117,71.1,11.08,11.9
0,106,1,0,0.26,1,187.1,104,56.6,12.51,11.0
0,111,1,0,0.0,3,146.2,55,48.0,13.08,8.7
1,71,0,0,0.0,4,186.1,114,49.0,9.93,13.8
0,16,1,0,0.0,1,153.2,65,46.0,11.49,10.7
1,112,1,0,0.0,5,111.9,92,29.0,5.7,14.1
1,100,1,0,0.32,0,278.0,76,66.2,8.84,8.3
0,83,1,0,0.0,2,134.8,96,38.0,8.36,7.7
0,82,1,0,0.0,4,200.3,96,52.0,10.06,7.1
0,66,1,1,1.92,3,88.8,104,44.2,5.48,7.1
0,74,1,0,0.0,0,155.7,116,42.0,8.69,8.1
0,62,1,0,0.0,3,186.8,94,50.0,10.38,8.8
0,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4
1,133,0,0,0.0,0,254.7,103,65.0,12.61,8.0
0,170,1,1,3.51,0,178.1,130,86.1,12.14,13.0
0,1,1,0,0.0,0,123.8,113,42.0,11.81,3.7
0,111,1,0,0.0,3,99.3,112,40.0,13.53,9.0
0,65,1,1,2.65,0,224.2,106,81.5,9.48,9.8
0,136,1,0,0.0,2,92.4,109,35.0,10.95,12.9
0,94,0,0,0.0,4,243.2,109,54.0,7.35,7.2
0,64,1,0,0.29,1,162.6,83,43.9,7.62,14.2
1,126,1,1,3.46,4,153.4,90,73.6,7.57,12.8
0,78,1,0,0.0,1,191.7,122,54.0,12.07,9.1
0,136,0,1,2.43,2,85.2,98,59.3,11.52,9.0
0,138,1,1,2.13,0,19.5,149,37.3,7.05,7.9
0,141,0,1,3.02,0,258.6,84,93.2,11.1,11.2
0,166,1,0,0.0,0,173.9,103,54.0,13.82,15.3
1,127,0,0,0.0,2,242.2,102,61.0,11.31,13.9
0,32,1,1,2.43,1,243.5,137,86.3,11.84,9.0
0,75,1,0,0.0,1,143.2,92,43.0,10.46,11.9
0,125,1,0,0.3,2,169.3,90,46.0,7.8,11.6
0,71,1,0,0.32,3,185.0,84,55.2,11.63,14.9
0,46,1,0,0.0,2,124.8,133,35.0,7.87,8.6
0,110,1,0,0.0,1,227.7,88,54.0,8.5,11.7
0,52,1,0,0.0,3,148.3,83,41.0,9.08,8.3
0,149,1,0,0.0,1,140.4,94,47.0,13.59,11.1
0,85,0,0,0.0,2,165.4,107,45.0,9.8,9.6
0,124,1,0,0.0,3,234.4,61,56.0,8.97,10.4
1,50,1,0,0.0,5,131.1,129,36.0,8.03,5.6
0,108,1,0,0.0,3,201.1,101,49.0,8.54,11.6
0,23,1,0,0.0,6,190.2,89,47.0,8.32,15.0
0,70,1,0,0.31,0,177.4,125,53.1,11.31,10.9
0,90,0,0,0.0,1,221.8,97,56.0,10.19,8.4
1,115,0,0,0.0,3,251.3,69,65.0,12.63,9.9
1,127,0,0,0.0,4,143.2,60,40.0,8.98,6.2
0,105,1,0,0.28,2,125.4,116,46.8,13.08,11.4
0,113,1,0,0.0,3,132.1,72,44.0,12.38,6.9
0,87,1,0,0.0,0,204.8,101,49.0,8.05,9.5
0,62,1,0,0.0,0,100.0,98,32.0,8.68,10.1
0,88,1,0,0.0,1,218.2,76,52.0,8.47,8.0
0,109,1,0,0.0,0,184.0,120,42.0,6.02,11.0
0,131,1,1,3.43,1,170.8,145,84.3,11.84,12.7
1,138,0,0,0.0,2,286.2,61,65.0,9.36,11.0
1,121,1,0,0.0,0,170.4,108,59.0,17.53,11.2
0,111,1,1,3.27,1,193.1,104,75.7,5.58,12.1
0,40,1,0,0.28,0,242.5,82,64.8,11.65,9.6
1,76,0,0,0.0,0,246.8,110,60.0,10.32,13.2
0,67,1,1,2.7,2,95.0,94,68.0,14.56,10.0
1,139,0,1,3.62,1,203.5,82,88.2,10.02,13.4
1,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3
0,35,1,0,0.32,2,149.3,113,49.2,12.11,8.9
0,131,1,0,0.0,0,112.8,133,37.0,9.97,10.1
0,97,1,0,0.27,3,144.2,91,46.7,11.34,13.8
1,101,1,0,0.0,3,269.7,85,64.0,10.38,4.5
0,67,1,1,3.92,1,129.6,107,81.2,11.65,14.5
1,112,1,0,0.0,4,174.3,123,42.0,7.01,9.0
0,90,1,0,0.0,1,246.4,83,56.0,8.02,7.6
0,72,1,0,0.0,0,253.0,73,62.0,10.97,9.8
0,85,1,0,0.0,1,102.0,95,41.0,13.51,10.7
0,116,1,0,0.0,2,167.8,119,41.0,7.1,7.3
0,79,1,1,2.46,1,167.9,114,74.6,12.19,9.1
0,132,1,0,0.0,0,214.6,78,58.0,12.59,13.9
0,79,1,0,0.0,1,220.9,107,54.0,9.61,12.2
0,68,1,0,0.11,3,222.8,99,54.1,8.79,11.0
0,70,1,0,0.0,2,208.7,97,59.0,13.78,8.0
0,76,1,0,0.0,1,143.7,55,40.0,8.66,5.8
0,77,1,0,0.0,3,185.9,95,50.0,10.6,11.3
0,123,1,0,0.0,3,260.9,85,59.0,8.43,13.3
0,113,1,0,0.0,2,159.8,143,46.0,10.51,13.1
0,120,1,0,0.0,1,134.8,94,41.0,10.21,6.7
1,95,0,1,1.11,0,220.2,109,65.1,9.27,4.1
0,101,1,0,0.0,1,190.7,72,51.0,10.43,8.8
0,111,1,0,0.26,2,142.3,75,37.6,6.14,12.8
0,141,1,0,0.0,0,146.5,121,40.0,8.5,8.2
0,88,1,0,0.0,2,202.2,86,53.0,10.84,11.8
1,106,1,0,0.0,2,210.6,96,57.0,12.46,12.4
0,101,1,1,3.51,2,114.1,95,69.1,8.08,13.0
0,140,1,0,0.0,1,125.3,84,36.0,8.38,8.4
0,114,1,0,0.29,1,84.7,118,38.9,12.5,14.5
0,67,1,0,0.0,0,201.4,101,43.0,4.88,7.0
0,99,1,0,0.0,0,142.3,89,42.0,10.23,9.1
1,106,0,1,3.89,1,270.3,111,103.9,10.76,14.4
1,24,1,0,0.0,2,149.0,73,37.0,6.55,8.6
0,134,1,0,0.0,2,7.8,86,16.0,8.57,12.9
1,140,1,0,0.0,4,120.3,108,41.0,12.02,7.7
0,75,1,0,0.0,0,150.6,99,52.0,15.08,8.1
1,128,1,0,0.0,1,227.9,130,65.0,15.13,5.5
0,62,1,1,2.75,0,137.3,95,66.5,9.21,10.2
0,134,1,0,0.31,1,178.0,110,47.1,7.69,11.7
0,144,1,1,2.7,1,219.9,102,84.0,11.11,10.0
0,117,1,0,0.26,2,214.4,94,51.6,6.9,9.9
0,151,0,0,0.26,0,198.7,70,54.6,10.48,12.4
0,71,1,0,0.0,1,277.5,104,59.0,6.59,8.2
0,101,1,1,2.73,0,121.1,116,64.3,9.32,10.1
0,100,1,1,3.13,1,215.9,90,90.3,12.9,11.6
0,137,1,0,0.21,1,104.7,115,42.1,12.49,8.9
0,27,1,0,0.0,1,227.4,67,60.0,12.4,7.8
0,93,1,1,3.11,1,166.9,101,83.1,13.66,11.5
1,82,1,0,0.0,3,189.2,81,48.0,9.22,10.6
0,98,0,0,0.0,1,12.5,67,24.0,12.83,7.7
0,104,1,1,3.59,4,280.2,136,102.9,11.03,13.3
0,121,1,1,2.59,1,215.5,95,83.9,12.09,9.6
0,142,1,0,0.35,2,187.0,133,47.5,6.73,7.4
1,170,1,0,0.0,1,285.7,44,63.0,8.38,8.7
0,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3
0,54,1,1,3.13,2,92.3,88,64.3,9.66,11.6
1,145,1,0,0.0,1,224.2,89,65.0,15.75,16.1
0,62,1,0,0.0,1,281.0,66,62.0,8.03,0.0
0,104,1,0,0.0,0,130.5,77,34.0,6.56,13.0
0,111,1,0,0.33,0,181.8,117,48.3,7.91,9.7
0,135,1,0,0.0,1,194.8,97,54.0,11.77,11.0
0,76,1,1,2.7,1,189.7,66,78.0,10.64,10.0
0,93,1,1,1.84,2,138.1,91,56.4,8.37,6.8
0,89,1,0,0.0,1,179.7,128,57.0,14.99,7.6
0,103,1,0,0.0,5,204.9,107,47.0,6.76,10.4
0,113,1,0,0.0,3,215.9,93,58.0,12.01,4.9
0,50,1,1,3.67,3,302.7,93,108.7,12.03,13.6
0,67,1,1,2.54,1,230.6,40,81.4,9.46,9.4
0,69,1,0,0.0,3,228.2,70,62.0,13.19,10.7
1,92,0,0,0.21,2,130.7,113,47.1,13.03,9.4
0,136,1,0,0.0,3,101.7,105,35.0,10.14,9.4
0,73,1,1,3.11,0,194.4,104,80.1,8.8,11.5
0,181,1,0,0.26,2,229.9,130,54.6,7.22,14.2
0,137,1,1,3.27,2,186.5,94,79.7,8.9,12.1
1,132,1,0,0.0,4,197.8,66,46.0,6.7,10.9
0,48,1,1,2.05,3,230.9,92,74.5,8.38,7.6
0,123,1,0,0.15,3,211.0,92,56.5,10.85,9.8
0,137,1,0,0.0,1,215.9,76,50.0,7.27,12.1
0,27,1,0,0.0,5,232.1,81,58.0,10.54,15.0
0,111,1,1,1.92,1,127.1,94,61.2,11.42,7.1
0,185,1,1,3.73,2,151.1,121,84.3,12.24,13.8
0,21,1,0,0.3,1,244.7,81,59.0,8.4,6.6
0,138,1,0,0.28,2,87.6,112,40.8,13.35,9.8
0,139,1,0,0.0,2,203.2,81,48.0,7.63,9.7
0,38,1,1,4.1,2,115.4,98,75.0,8.31,15.2
0,127,1,0,0.35,1,134.9,79,45.5,11.08,15.0
0,83,1,0,0.0,3,221.4,103,58.0,11.59,9.8
0,114,1,0,0.0,2,202.1,100,51.0,9.79,13.3
0,149,1,1,3.4,3,180.7,92,81.0,9.39,12.6
0,99,1,0,0.0,1,191.2,110,47.0,8.2,14.1
1,127,0,0,0.0,1,176.9,110,45.0,8.4,7.7
0,124,1,0,0.0,3,251.5,85,61.0,10.71,11.1
0,85,1,1,1.7,5,283.2,110,86.0,11.99,6.3
0,67,1,1,3.62,0,174.7,86,80.2,8.03,13.4
0,103,1,0,0.0,1,180.2,134,39.0,4.89,8.4
0,140,1,0,0.0,3,173.2,91,47.0,9.84,11.2
0,156,1,0,0.42,1,150.5,106,43.2,7.65,3.5
0,70,1,0,0.0,1,129.9,102,40.0,10.44,14.3
1,208,1,0,0.33,2,326.5,67,74.3,8.82,10.7
0,109,0,1,2.51,0,217.2,138,75.1,7.28,9.3
0,143,1,0,0.0,3,160.4,120,52.0,14.3,6.9
0,128,1,0,0.0,1,158.8,75,50.0,13.24,7.6
0,76,1,0,0.0,0,198.3,130,53.0,10.86,12.5
0,243,1,0,0.0,2,95.5,92,31.0,8.19,6.6
0,32,1,0,0.0,1,171.2,82,45.0,9.28,10.2
0,104,1,0,0.0,2,139.7,78,41.0,10.13,11.3
0,140,1,0,0.0,0,194.8,107,48.0,8.55,13.9
1,108,1,0,0.0,4,112.0,105,36.0,9.69,4.1
0,97,1,0,0.0,0,215.3,58,58.0,12.12,12.1
0,70,1,0,0.31,0,59.5,103,35.1,12.86,11.1
0,160,1,0,0.38,3,85.8,77,32.8,8.27,9.2
0,137,1,0,0.0,3,242.1,118,58.0,9.55,14.7
0,95,1,0,0.0,0,157.9,103,49.0,12.98,14.0
0,147,0,0,0.0,1,183.8,113,46.0,8.24,10.1
0,144,0,1,3.46,0,174.8,127,83.6,10.98,12.8
1,60,1,0,0.0,1,179.3,147,49.0,10.45,13.5
0,131,1,0,0.0,2,94.4,80,35.0,10.76,13.1
0,141,1,0,0.0,0,217.1,110,58.0,12.08,12.0
0,98,1,0,0.0,0,288.1,101,61.0,6.9,0.0
0,126,1,0,0.0,1,190.9,143,46.0,7.49,13.0
0,101,1,0,0.0,5,232.7,114,56.0,9.32,11.5
0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6
0,107,1,0,0.0,0,123.1,100,35.0,7.92,9.3
0,201,1,1,4.08,1,192.0,97,93.8,11.96,15.1
1,120,0,0,0.0,1,179.9,72,46.0,8.5,13.8
0,110,1,1,2.43,2,202.6,103,69.3,5.94,9.0
0,111,1,0,0.25,0,152.2,114,40.5,6.86,9.8
0,73,1,0,0.34,1,137.1,102,45.4,10.54,11.1
0,115,1,0,0.0,3,147.9,109,45.0,11.42,9.6
0,95,1,0,0.22,2,184.2,95,49.2,9.08,12.8
0,72,1,0,0.0,0,166.5,102,51.0,13.05,13.3
0,54,1,1,3.05,2,112.0,90,67.5,10.4,11.3
0,145,1,1,3.0,2,257.7,97,88.0,8.11,11.1
0,64,1,0,0.28,2,97.2,80,35.8,9.31,10.4
0,95,1,0,0.0,0,160.0,133,46.0,10.77,9.1
0,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9
0,105,1,0,0.0,0,246.4,83,64.0,12.81,3.8
0,143,1,0,0.27,1,202.8,109,51.7,8.29,4.6
1,17,1,1,2.7,6,153.1,115,69.0,9.3,10.0
0,102,1,0,0.0,0,174.5,79,50.0,11.84,8.5
0,44,1,0,0.0,0,202.6,89,49.0,8.15,8.3
0,66,1,1,2.3,0,141.7,87,70.0,13.42,8.5
0,120,1,1,3.08,0,153.5,83,75.8,10.96,11.4
0,121,1,0,0.0,1,181.5,121,50.0,10.92,8.5
1,145,1,0,0.0,1,245.8,116,67.0,14.34,9.0
0,158,1,0,0.0,1,158.0,106,52.0,14.63,9.1
0,83,0,0,0.26,1,271.5,87,67.6,10.82,11.7
0,96,1,0,0.3,1,144.0,102,47.0,11.24,10.0
0,100,0,0,0.0,1,107.2,98,26.0,4.34,9.7
0,99,1,0,0.0,1,95.4,105,34.0,10.36,5.6
0,89,1,1,2.03,2,163.5,80,72.3,13.74,7.5
0,28,1,0,0.0,2,159.7,79,46.0,10.84,9.3
0,75,1,0,0.0,1,166.3,125,42.0,7.91,6.1
0,82,1,1,2.89,1,155.2,131,76.9,12.23,10.7
0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5
0,95,1,1,2.84,3,247.0,109,81.4,6.28,10.5
0,112,1,0,0.38,1,170.4,103,49.8,10.01,11.6
0,46,1,0,0.42,1,139.4,81,47.2,11.19,13.6
0,141,1,0,0.0,0,185.1,126,52.0,11.65,9.1
1,106,0,0,0.0,3,204.0,84,49.0,8.43,13.3
0,87,1,0,0.0,1,237.2,124,60.0,11.13,11.0
0,87,1,1,2.3,3,263.8,65,77.0,5.17,8.5
0,201,1,0,0.24,1,212.7,72,58.4,11.26,7.0
0,81,1,0,0.0,2,145.6,59,50.0,14.4,9.2
0,159,1,0,0.0,0,114.8,98,36.0,9.63,12.2
0,1,1,0,0.0,1,175.2,74,43.0,7.59,5.3
0,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1
0,103,1,1,3.92,2,185.4,105,88.2,9.88,14.5
0,131,1,1,2.94,2,192.7,85,81.4,11.3,10.9
1,62,1,0,0.0,1,248.7,109,61.0,11.0,13.2
0,75,0,0,0.0,3,166.7,113,41.0,7.42,10.1
0,56,1,0,0.0,4,222.7,133,62.0,13.85,13.6
0,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3
0,48,1,0,0.0,2,190.4,92,60.0,15.88,8.3
0,125,1,0,0.0,1,106.1,95,32.0,7.88,8.1
1,119,0,1,3.75,1,172.1,119,86.5,11.18,13.9
0,127,1,1,3.29,2,129.7,115,68.9,8.04,12.2
0,47,1,1,3.48,2,196.6,93,88.8,12.07,12.9
0,127,1,1,1.03,1,140.1,59,53.3,11.17,3.8
0,83,1,1,3.02,0,95.0,89,61.2,8.4,11.2
0,139,1,1,2.24,0,138.3,96,53.4,4.03,8.3
0,26,1,0,0.0,3,234.5,109,59.0,10.83,3.5
0,164,1,0,0.0,1,123.3,78,36.0,8.5,12.7
0,98,1,1,2.89,2,213.7,61,86.9,12.65,10.7
0,100,0,0,0.0,4,219.4,112,57.0,11.29,12.0
0,65,1,0,0.0,1,187.9,116,46.0,7.88,7.5
0,116,1,1,3.19,2,118.0,103,66.9,8.36,11.8
0,88,1,0,0.0,2,152.9,119,41.0,8.56,12.0
0,60,1,0,0.27,2,203.2,99,57.7,11.79,15.1
0,51,1,0,0.0,1,197.8,60,53.0,11.05,8.9
0,110,1,0,0.0,1,55.3,102,24.0,8.24,10.2
1,99,1,1,2.51,2,216.0,125,82.1,11.62,9.3
1,65,0,0,0.31,0,277.9,123,64.1,7.79,9.2
0,62,1,0,0.29,1,159.9,100,44.9,8.61,5.6
0,120,1,1,2.08,0,239.4,94,83.8,12.97,7.7
1,76,1,0,0.0,0,272.7,97,67.0,11.82,7.7
0,39,1,0,0.0,2,154.1,104,44.0,10.21,9.8
0,165,1,0,0.13,1,150.5,75,43.3,9.66,10.3
0,123,1,0,0.24,0,204.4,88,49.4,6.88,10.0
0,160,1,0,0.0,1,176.2,90,47.0,9.8,9.2
0,159,1,1,3.4,2,153.6,93,79.0,10.85,12.6
0,58,1,0,0.0,1,149.4,145,43.0,9.83,14.9
0,116,1,0,0.0,2,89.5,128,31.0,9.04,14.0
0,126,1,0,0.0,1,228.7,102,54.0,8.44,11.8
0,50,0,1,2.16,0,307.1,94,98.6,14.47,8.0
0,111,1,0,0.0,4,229.4,107,58.0,10.71,10.4
0,60,1,0,0.0,1,135.4,134,41.0,10.3,7.9
1,113,1,0,0.0,1,272.1,111,70.0,13.43,8.5
0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2
0,63,1,0,0.0,0,149.3,104,49.0,13.68,9.1
0,68,1,1,3.97,1,176.0,118,93.7,13.9,14.7
1,95,0,1,2.78,5,136.8,91,68.8,10.04,10.3
0,82,1,1,1.27,3,232.6,121,65.7,7.66,4.7
0,30,1,0,0.0,1,54.0,68,25.0,8.97,10.2
1,51,1,0,0.0,1,229.7,129,68.0,16.8,9.6
0,143,1,0,0.42,2,172.3,97,49.2,8.7,13.0
0,107,1,0,0.21,5,189.7,76,48.1,7.81,8.3
1,122,0,0,0.3,4,140.0,101,44.0,9.82,9.7
0,93,1,1,3.16,0,306.2,123,100.6,9.49,11.7
0,65,1,1,2.4,1,158.1,104,79.0,16.11,8.9
0,50,1,0,0.0,1,157.1,90,46.0,11.17,6.1
0,138,1,0,0.0,3,127.1,102,43.0,12.39,5.0
0,108,1,0,0.0,1,103.0,129,39.0,12.12,7.9
0,140,1,1,3.0,1,157.1,77,72.0,8.62,11.1
0,124,1,0,0.0,3,157.4,107,42.0,8.39,8.8
0,73,1,0,0.0,0,175.4,130,51.0,12.41,12.2
0,63,0,1,2.7,1,151.5,99,66.0,7.39,10.0
0,50,1,0,0.0,1,183.6,107,37.0,2.93,8.7
0,141,1,1,2.51,2,206.9,126,83.1,13.22,9.3
0,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8
0,55,1,1,2.19,3,139.3,101,60.9,8.92,8.1
1,55,1,1,2.97,4,130.5,114,69.7,10.42,11.0
0,56,1,0,0.0,1,226.0,112,60.0,12.43,6.9
0,118,0,1,2.48,1,153.8,106,61.8,6.17,9.2
0,157,1,0,0.0,3,229.8,90,52.0,7.4,9.6
1,171,1,0,0.0,1,270.5,69,66.0,11.5,9.6
0,88,1,0,0.0,3,61.9,78,33.0,13.13,8.8
0,189,1,0,0.0,1,219.9,80,50.0,7.17,11.7
0,94,1,1,4.35,0,233.2,88,93.5,5.67,16.1
0,142,1,0,0.0,1,232.1,102,54.0,8.41,9.9
0,78,1,0,0.0,3,137.4,109,44.0,11.88,14.0
0,90,1,0,0.0,1,193.7,83,47.0,7.71,12.7
1,130,0,0,0.0,5,216.2,106,68.0,18.19,16.9
0,36,1,0,0.0,1,178.6,83,49.0,10.66,10.9
1,133,1,0,0.0,0,117.8,100,37.0,9.96,11.8
1,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5
0,141,1,0,0.24,2,160.1,87,52.4,12.84,7.0
0,80,0,1,3.21,1,159.3,110,74.1,8.53,11.9
0,123,1,1,3.38,1,198.7,127,88.8,12.45,12.5
